entity1	theme	entity2
17-aag	treatment	myeloma
3-sn-polyenylphosphatidylcholine	treatment	diabetics
17b-estradiol	treatment	cancer
2dg	treatment	t2d
4-s-cysteaminylphenol	treatment	melanoma
12-o-tetradecanoylphorbol-13-acetate	treatment	chronic_lymphocytic_leukemia
2-acetylaminofluorene	treatment	epithelial_tumours
17-demethoxygeldanamycin	treatment	prostate_cancer
4-ap	treatment	myelin_damage
2dd	treatment	glaucomatous_disc_damage
123i-imp	treatment	primary_central_nervous_system_lymphomas
17-beta_estradiol	treatment	estrus_and_viable_embryo_number
188re-hedp	treatment	prostate_cancer
17-ohpc	treatment	hypertension
3-nitrotyrosine	treatment	diabetes
5-aminoimidazole-4-carboxamide-1-b-d-ribofuranoside	treatment	cognitive_benefits
2-cda	treatment	macroglobulinaemia
3-deazaneplanocin_a	treatment	endometriosis
17-allylamino-17-demethoxy_geldanamycin	treatment	breast_cancer
13-cis_retinoic_acid	treatment	myelodysplastic_syndromes
4-abah	treatment	toxicity
17-ketosteroids	treatment	pulmonary_tuberculosis
3-deazaneplanocin_a	treatment	s-adenosylhomocysteine_hydrolase
1,25-dihydroxyvitamin_d3	treatment	brain_disease
2,4,6-trinitrobenzenesulphonic_acid	treatment	colitis
4-phenylbutyrate	treatment	vascular_dysfunction
12-o-tetradecanoylphorbol-13-acetate	treatment	tumors
2-dg	treatment	epileptiform_bursts
4-ap	treatment	stretch_injury
18fdg	treatment	metastases
5,7-dht	treatment	hypotensive
1-methyl_mb	treatment	increased_dark_toxicity
25-hydroxycholecalciferol	treatment	allergic_rhinoconjunctivitis
4-nitroquinaldine_n-oxide	treatment	tumor
17-beta-estradiol	treatment	cancer
4-me	treatment	arthritis
2-cda	treatment	low_grade_lymphoma
2-methylbenzoylglycine	treatment	renal_excretion
2,3,7,8-tetrachlorodibenzo-p-dioxin	treatment	wasting_syndrome
11-deoxycorticosterone	treatment	aldosterone_deficiency
3-4,5_dimethylthiazol-2,5_diphenyl_tetrazolium_bromide	treatment	cytotoxicity
4-aminopyridine	treatment	seizures
2-chloro_deoxyadenosine	treatment	hairy_cell_leukemia
2-hydroxypropyl-b-cyclodextrin	treatment	bone_loss
2,4-dichlorophenoxy_acetic_acid	treatment	myotonia
14c-aminopyrine	treatment	liver_cirrhosis
2-fluoroterephthalonitrile	treatment	edema
17-aag	treatment	colon_cancer
3-deazaadenosine	treatment	s-adenosylhomocysteine_hydrolase
111in-pentetreotide	treatment	srs
18f-fdg	treatment	lymphoma_lesions
4-oh_tamoxifen	treatment	tamoxifen-resistant_breast_cancer
4-a-rhamnopyranosyloxy-benzyl_glucosinolate	treatment	ac-isomers-gs
18f-fdg_pet	treatment	tumours
4-hc	treatment	lymphoma
14cdta-tetc	treatment	tetanus
1,2-dimethylhydrazine	treatment	colon_cancers
12-tetradecanoylphorbol-13-acetate	treatment	myeloid_leukemia
2-chloro-deoxyadenosine	treatment	malt_lymphoma
18f-fluorodeoxyglucose	treatment	breast_cancer
25-hydroxyvitamin_d3	treatment	st-elevation_myocardial_infarction
4-methylmethcathinone	treatment	sympathomimetic_toxicity
3,4-dihydroxyphenylalanine	treatment	behavioral_deficits
25ohd	treatment	ad
18-hydroxycorticosterone	treatment	primary_aldosteronism
17-hydroxyprogesterone	treatment	hcg
1-amino-3-hydroxy-5-methyl-4-isoxazolepropionate	treatment	neurotoxicity
4-hydroxy-nonenal	treatment	colon_cancer
4-nitroestrone_3-methyl_ether	treatment	atrophy
13-cis-retinoic_acid	treatment	squamous_cell_carcinoma
2,5-dimercapto-1,3,4-thiadiazole	treatment	allergy
4-chloro-m-cresol	treatment	contractures
11-hydroxycorticosteroid	treatment	accidental_hypothermia
17-beta-estradiol	treatment	ais
17-ketosteroids	treatment	premenstrual_syndrome
2,3-dinor-txb2	treatment	ards
12-o-tetradecanoyl_phorbol-13-acetate	treatment	non-lymphoid_leukemia
5,7-dihydroxytryptamine	treatment	degeneration_of_possible_serotonergic_nerves
2-deoxy-d-glucose	treatment	hypoxic_tumor
2-cda	treatment	hairy_cell_leukemia
2,3-benzo-1,4-dimethyl-alpha-iso-carboline	treatment	increases_life_span_of_leukemia
17b-estradiol	treatment	menopausal_vasomotor_symptoms
1,5-ag	treatment	diabetes
2-nitroimidazoles	treatment	hypoxic
2-aaf	treatment	hcc
1,25-dihydroxyvitamin_d	treatment	psoriasis
3-hydroxy-3-methylglutaryl_coenzyme_a	treatment	chronic_heart_failure
17-beta-estradiol	treatment	migration
17ohp-c	treatment	preterm_birth
1-octyne	treatment	aob
13-cis-retinoic_acid	treatment	hyperostoses
2,4-dien-vpa	treatment	steatosis
1,25-dihydroxycholecalciferol	treatment	primary_hyperparathyroidism
25-hydroxy-vitamin_d	treatment	weight_loss
3,5-dmap	treatment	chinese_hamster_ovary
20-hete	treatment	sah
20-hydroxyecdysone	treatment	memory_deficits
5-aminolevulinic_acid	treatment	primary_central_nervous_system_lymphoma
24s-hydroxycholesterol	treatment	poag
1-deamino-8-d-arginine_vasopressin	treatment	central_diabetes_insipidus
1,25-dihydroxycholecalciferol	treatment	osteoporosis
3-amino-1,2,4-triazole	treatment	liver_cancer
2-amino-5-phosphonovaleric_acid	treatment	depressed
17-aag	treatment	leukemias
11c-sarcosine	treatment	tumor
1-5-hydroxytryptophan	treatment	panic_disorder
1-chloro-2-methylpropene	treatment	forestomach_neoplasms
5-aminolaevulinic_acid	treatment	head_and_neck_cancer
1-hydrazinophthalazine	treatment	hypertension
4-deoxypyridoxine	treatment	granuloma
17b-estradiol	treatment	csds
25-hydroxycholecalciferol	treatment	down_syndrome
25-hydroxyvitamin_d	treatment	obesity
125i-propylthiouracil	treatment	melanotic_melanoma
4-hpr	treatment	acute_lymphoblastic_leukemia
5-aminolevulinic_acid	treatment	cytotoxicity
5-aris	treatment	as
2hf	treatment	tumor
4-hydroxyaminoquinoline_1-oxide	treatment	carcinoma
1,1,3,3-tetramethylguanidine	treatment	switchable_polarity_solvents
2-nbdg	treatment	tumors
13c-acetate	treatment	gastric_emptying
4-hydroxy	treatment	multiple_myeloma
3h-spiperone	treatment	schizophrenia
4-hydroxytamoxifen	treatment	cancer
18f-fdg	treatment	glottic_cancer
11b-hydroxysteroid	treatment	adipose_dysfunction
3-phenethyl-2-indolinone	treatment	tumors
17beta-estradiol	treatment	ags
25-hydroxyvitamin-d3	treatment	liver_fibrosis
4-hydroxybenzoic_acid	treatment	haloarchaeal_strain
4-pp	treatment	toxicity
5-aminolevulinic_acid	treatment	brain_tumors
17-beta-estradiol	treatment	niddm
12-o-tetradecanoylphorbol-13-acetate	treatment	malignant_epithelial_and_mesenchymal_skin_tumors
5-asa	treatment	active_distal_ulcerative_colitis
11-oxo-eicosatetranoic_acid	treatment	atherosclerotic_plaque
5-ala	treatment	gliomas
2-dg	treatment	lung_cancer
17-ee	treatment	cytotoxicity
2-phenyl-1,4-benzoquinone	treatment	skin_carcinogenesis
5-ala	treatment	cancer_of_the_oral_mucosa
1,25_oh_vitamin_d	treatment	metastasis
4-carboxymethylene-4-sulfo-but-2-en-olide	treatment	hplc-ms
177lu-labeled_immunoconjugate	treatment	carcinoma
4nqo	treatment	squamous_cell_carcinoma
131i-metaiodobenzylguanidine	treatment	primary_ovarian_insufficiency
1,3-butylene_glycol	treatment	allergic_contact_dermatitis
1-beta-d-arabinofuranosylcytosine	treatment	melanoma
5-aminolevulinic_acid_methyl_ester_hydrochloride	treatment	tumors
3h	treatment	dehydration
17-alpha_hydroxyprogesterone_caproate	treatment	preterm_birth
12-hydroxyheptadecadienoic	treatment	hhd
153sm-edtmp	treatment	toxicity
5-aminolevulinic_acid	treatment	cerebral_melanoma_metastasis
25hc	treatment	hcv_infection
5-aminolevulinic_acid	treatment	malignant_gliomas
5,6-dht	treatment	hypersensitivity_to_5-ht
3-methoxydocosanoic_and_3-methoxytetracosanoic_acids	treatment	fa
25-ohd	treatment	sarcopenia
2-methoxy_antimycin_a3	treatment	tumor
2,4-dichlorophenoxyacetic_acid	treatment	gametopathies_and_fetal_death
2-chloroprocaine	treatment	analgesia
3-ma	treatment	ovarian_cancer
2-o-acetyllycorine	treatment	mouse_lymphoma
2-octylcyanoacrylate	treatment	transhepatic_variceal_embolization
125-iodine	treatment	definitive_implantation_in_the_treatment_of_some_apical_and_non_apical_lung_tumors
13-cis-retinoic_acid	treatment	myelodysplastic_syndrome
18f-dopa	treatment	brain_tumors
3-np	treatment	spiral_ganglion_cell_degeneration
3k3a-apc	treatment	embolic_stroke
12-o-tetradecanoylphorbol-13-acetate	treatment	breast_cancer
2-d08	treatment	acute_myeloid_leukemia
17-aag	treatment	retinoblastoma
4mp	treatment	carcinoma_in_situ
12-o-tetradecanoylphorbol-13-acetate	treatment	metastasis
3-methoxy-4-hydroxyphenylglycol	treatment	manic-depressive
17b-estradiol	treatment	hyperglycemia
3-oxo-c12-hsl	treatment	ligand_binding_domain
17-alpha_hydroxyprogesterone_caproate	treatment	gdm
3h-cyclic-amp	treatment	hypothyroidism
57co-labeled_bleomycin	treatment	malignant_tumor
18-oxocortisol	treatment	gra
3-hydroxyglutaric_aciduria	treatment	glutaryl-coa_dehydrogenase_deficiency
25-hydroxyvitamin_d	treatment	cardiovascular_disease
12-o-tetradecanoylphorbol-13-acetate	treatment	myeloid_leukemia
2-ag	treatment	inflammation
17beta-estradiol	treatment	experimental_autoimmune_encephalomyelitis
3,4-dichloropropionanilide	treatment	neurotoxic
25-ohd	treatment	arthritis
5-adc	treatment	ssc
3-pga	treatment	faster_fbp_consumption
3-phenyl-1-propanol	treatment	toxicity
3-aminophthal-hydrazide	treatment	alopecia
111in-octreotide	treatment	small_cell_lung_cancer
2-acylaminobenzimidazoles	treatment	hypotensive
26-hydroxycholesterol	treatment	atherosclerotic
5-asa	treatment	colorectal_cancers
3_beta-hydroxysteroid	treatment	3b-hsd_deficiency
4-aminopyridine	treatment	epileptiform_bursting
177lu-psma-617	treatment	advanced-stage_prostate_cancer
21-deoxyaldosterone	treatment	hypertension
25-hydroxyvitamin_d	treatment	systemic_lupus_erythematosus
25-hydroxyvitamin_d	treatment	adiposity
18f-fdg	treatment	inflammation
18f-fdg	treatment	breast_leiomyosarcoma
2-octynoic_acid	treatment	hepatitis_c_virus_infection
2-me	treatment	tumors
3,4-benzpyrene	treatment	carcinogenesis
1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	treatment	pd
5,8,11,14-eicosatetraynoic_acid	treatment	aa
2-dg	treatment	chl
2-ap	treatment	metastasis
4-hydroxyanisole	treatment	malignant_melanoma
4-methoxyphenol	treatment	forestomach_mucosa
5-aminolaevulinic_acid	treatment	pdt
25-hydroxyvitamin_d	treatment	autism_spectrum_disorder
1,2-dichloroethane	treatment	impairment_of_lipoglycoprotein_metabolism
5-aminolevulinic_acid	treatment	metastases
4-oxo-isotretinoin	treatment	cystic_acne
1-methyl-4-phenyl-1,2,3,6-tetrathydropyridine	treatment	pd
2-amino-7-phosphonoheptanoic_acid	treatment	convulsions
25-hydroxyvitamin_d	treatment	psoriasis
1,25-dihydroxyvitamin_d	treatment	end-stage_renal_disease
3-thiadicarboxylic_acid	treatment	nephrosis
4-caproylamino_diphenylsulfone	treatment	tuberculosis
177lu-octreotate	treatment	gastroenteropancreatic_neuroendocrine_tumors
1alpha-hydroxyvitamin_d3	treatment	renal_osteodystrophy
5,6-mexaa	treatment	subcutaneous_mac15a_tumours
2-cda	treatment	lymphoproliferative_disorders
13-cis-retinoic_acid	treatment	stomach_tumor
3,4-dihydroxyphenylethanol-elenolic_acid_dialdehyde	treatment	hemolysis
25-oh_vitd	treatment	aps
4-mba	treatment	sers
1,4-butanediol_dimethylsulfonyl_ester	treatment	myeloid_leukemia
1-palmitoyl-2-azelaoyl-sn-glycero-3-phosphocholine	treatment	pazepc
3-ma	treatment	death
2-cda	treatment	cutaneous_t-cell_lymphoproliferative_disorders
2-iod	treatment	maladaptive_denture
25-hydroxycholesterol	treatment	smc
2-hydroxylglutarate	treatment	glioma
4-hydroxyandrostenedione	treatment	breast_cancer
3-acdon	treatment	toxicity
2-hydroxyestradiol	treatment	tumor
17b-estradiol	treatment	balloon_injury
1,1-dichloro-2-propanone	treatment	subchronic_toxicity
1,2-dimethylhydrazine	treatment	gastrointestinal_cancer
13-cis-retinoic_acid	treatment	oral_cancer_model_system
18f-fet	treatment	insulinoma
3-hydroxykynurenine	treatment	pd
2,6-di-o-methyl-beta-cyclodextrin	treatment	cholesterol_depletion
2-c14_urate	treatment	hyperuricemia
4-hydroxy-2,2,6,6-tetramethylpiperidine-1-oxyl	treatment	pain
1-naphthoic_acid	treatment	hplc_separation
1-13c_pyruvate	treatment	brain_tumor
13-cis-retinoic_acid	treatment	malignant_gliomas
2-cda	treatment	cytotoxicity
12-0-tetradecanoylphorbol-13-acetate	treatment	neuroblastoma
2-butoxyethanol	treatment	hemolysis
4-methylpyrazole	treatment	adh
25-hydroxyvitamin_d	treatment	depression
17b-estradiol	treatment	inflammation
2n	treatment	mhs
20e	treatment	jh
13c-methacetin	treatment	chc
4-carbamoylimidazolium_5-olate	treatment	leukemia
14c-glyphosate	treatment	gs
2-hydroxypropyl-b-cyclodextrin	treatment	neurological_disease
4kb5	treatment	myeloma
5-aminosalicylic_acid	treatment	ulcerative_colitis
2-aadt	treatment	hematopoietic
17b-estradiol	treatment	cardiac_apoptosis
2-hydroxypropyl-b-cyclodextrin	treatment	hc
111in-pentetreotide	treatment	small-cell_lung_cancer
3-nitropropanoic_acid	treatment	basal_ganglia_degeneration
18f-fdg	treatment	brain_tumors
2-methoxy-antimycin_a	treatment	cancer
4-nitroquinoline_1-oxide	treatment	oral_cancer
3-mca	treatment	sarcomas
3-hydroxyisovaleric_acid	treatment	biotin_deficiency
4-hpr	treatment	carcinogenesis
2-methyl-adenosine	treatment	tuberculosis
1,2-epoxybutene-3	treatment	bd
1,1-diphenyl-2-picrylhydrazyl	treatment	pd
18sab075	treatment	parasitemia
2-o-methylantimycin	treatment	cytotoxicity
1,5-pentanediol	treatment	pd
3-hydroxy-3-methylglutaryl_coenzyme_a	treatment	melanoma
3,4-dhb	treatment	sepsis
5-aminolevulinic_acid	treatment	vulvar_lichen_sclerosus
3,4-methylenedioxymethamphetamine	treatment	overdose
3a,5a-thp	treatment	aud
3h-thymidine	treatment	os
1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	treatment	parkinsonian_symptoms
10-hda	treatment	colon_cancer
1-propanol	treatment	cancer
48740rp	treatment	rabbit_platelet_aggregation
3-oxauracil	treatment	l1210_leukemia
11-deoxycorticosterone	treatment	essential_and_renovascular_hypertension
2-chloropyridine	treatment	cytotoxicity
17beta-estradiol	treatment	cho
3-nitropropionic_acid	treatment	neurodegeneration
17-hydroxycorticosteroid	treatment	hyperthermia
2-ethoxybenzoic_acid	treatment	cytotoxicity
25-hydroxyvitamin_d	treatment	asthma
3-n-butylphthalide	treatment	chronic_cerebral_ischemia
2-aryl-n-methylsuccinimides	treatment	toxicity
4-hydroxyanisole	treatment	melanoma
2-mercaptoethanol	treatment	cancer
12-o-tetradecanylphorbol_13-acetate	treatment	embryonal_carcinoma
17_beta-estradiol	treatment	endometriosis
14c-normetanephrine	treatment	ischemic
2-chlorodeoxyadenosine	treatment	langerhans_cell_histiocytosis
2,4,6-trinitrobenzene_sulfonate	treatment	colitis
4-hc	treatment	tumors
17-hydroxyprogesterone	treatment	polycystic_ovary_syndrome
25_hydroxyvitamin_d	treatment	acute_coronary_syndrome
2-hydroxypropyl-b-cyclodextrin	treatment	hearing_loss
5-adenosylhomocysteine	treatment	aki
12-o-tetradecanoylphorbol-13-acetate	treatment	lung_carcinoma
1-cyproterone_acetate	treatment	testicular_necrosis
3-methylindole	treatment	alveolar_damage
2-c-hydroxymethylribofuranosylpurines	treatment	hcv
4-ap	treatment	toxicity
2-chlorodeoxyadenosine	treatment	waldenstrom_macroglobulinemia
2-biphenylamine_hydrochloride	treatment	hemangiosarcomas
3-oxa-analogue	treatment	platelet_aggregation
1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	treatment	neurochemical_and_functional_deficits
25-oh-vitd	treatment	crs
20-hete	treatment	vasospasm
3-du	treatment	acute_leukemia
4-phenylbutyric_acid	treatment	spinal_cord_injury
5-aminolevulinic_acid	treatment	photodynamic_therapy
2-ap5	treatment	pds
1,1-dichloroethylene	treatment	lung_injury
2-decarboxybetanin	treatment	ms
3-oaa	treatment	cpa
4-phenylbutyrate	treatment	alf
21-oh_germline	treatment	adrenal_incidentalomas
4-aminopyridine	treatment	tremor
3-mi	treatment	alveolar_septal_injury
1-methyl_4-phenyl_1,2,3,6-tetrahydropyridine	treatment	parkinsonian
1,25-vd	treatment	pca
5-aminosalicylates	treatment	cd
1,3,6,7-tetrahydroxy-8-prenylxanthone	treatment	inflammation
15d-pgj2	treatment	endotoxic_shock
17beta-estradiol	treatment	chs
2,3,7,8-tetrachlorodibenzo-p-dioxin	treatment	breast_carcinoma
25-hydroxyvitamin_d	treatment	fhpt
1-methoxyoctadecan-1-ol	treatment	neuronal_death
2-cyclohexyl-1,6-heptadien-3-one	treatment	toxicity
18f-thk5351	treatment	aphasia
2-dg	treatment	schizophrenia
5-a-ris	treatment	sexual_and_erectile_dysfunction
3h-imi	treatment	panic_disorder
1,2-dimethylhydrazine	treatment	tumor
2,4-dichlorophenol	treatment	wt
2,3-diphosphoglycerate	treatment	hypertensives
4mu	treatment	toxicity
201tl-chloride	treatment	medullary_carcinoma
3-hydroxy-3-methylgutaryl-coenzyne_a	treatment	acute_ischemic_stroke
2,4-dinitrofluorobenzene	treatment	hypersensitivity
20-hete	treatment	tumor
2-alkoxy	treatment	toxicity
5-ala	treatment	cerebral_gliomas
25-hydroxyvitamin_d	treatment	dmd
111-indium-octreotide	treatment	lymph_node_tuberculosis
19-nor-doc	treatment	hypertension
1rm	treatment	hl-rt
17beta-estradiol	treatment	vaginal_atrophy
4-ipomeanol	treatment	toxicity
2-cda	treatment	cll
15d-pgj2	treatment	hemorrhage
2-allyloxy-3-methylbenzamide	treatment	porphyria
2-deoxy-d-glucose	treatment	pancreatic_cancer
3,4-methylenedioxymethamphetamine	treatment	neurotoxicity
5-aminoisoquinolinone	treatment	myocardial_infarct
17b-estradiol	treatment	bone_deterioration
2-chlorodeoxyadenosine	treatment	t-cell_prolymphocytic_leukemia
111in-octreotide	treatment	pituitary_adenomas
4-methoxy-5-hydroxycanthin-6-one	treatment	ulcerative_colitis
4-epi-doxorubicin	treatment	esophageal_cancer
3aoa	treatment	ocsln
19-norandrosterone	treatment	dd
25-hydroxyvitamin_d3	treatment	tenderness
2br-dab	treatment	pancreatic_cancer
2-mercaptopropionylglycine	treatment	membranous_glomerulonephritis
2-deoxy-d-glucose	treatment	epilepsy
13n-ammonia	treatment	splenic_vein_obstruction
24,24-difluoro-1,25-dihydroxycholecalciferol	treatment	hypertension
18f-fluorodeoxyglucose	treatment	urothelial_carcinoma
1,5-cyclooctadiene	treatment	dendritic_ligands
25-hydroxyvitamin_d	treatment	dm
3-methyllexitropsin	treatment	xeroderma_pigmentosum
111in-octreotide	treatment	medullary_thyroid_carcinoma
3h-androstenedione	treatment	breast_tumors
2,6-diisopropylphenol	treatment	blood_coagulation
17-allylamino-17-demethoxygeldanamycin	treatment	chronic_myeloid_leukemia
3,4-dap	treatment	multiple_sclerosis
4-ha	treatment	melanoma
186re-hedp	treatment	cancer
3-methoxy-4-hydroxyphenylglycol	treatment	major_depressive_disorder
17b-estradiol	treatment	cardiac_hypertrophy
18f-dg	treatment	malignant_tumors
5-aminolevulinic_acid	treatment	granuloma
4-demethoxydaunorubicin	treatment	leukemias
25-hydroxyvitamin_d	treatment	diabetes
2-oxoglutarate	treatment	hypoxic
3,4-amino-1,2,4-triazole	treatment	mas
2-methoxyestradiol	treatment	leukemia
1,9-diphenyl-9h-fluorene	treatment	ms
4-hne	treatment	ald
17beta-estradiol	treatment	postmenopausal_symptoms
1-bromopropane	treatment	learning_and_memory_deficits
3,4-epoxybutane	treatment	toxicity
1-14c_linoleic_acid	treatment	cf
11-deoxycorticosterone	treatment	crpcs
1,2-dimethyl-3-hydroxypyrid-4-one	treatment	iron_overload
1,25-dihydroxyvitamin_d3	treatment	psoriasis
18f-fp-cit	treatment	pd
25-hydroxyvitamin_d	treatment	autism_spectrum_disorders
25-hydroxyvitamin_d	treatment	crf
2-deoxy-d-glucose	treatment	temporal_lobe_epilepsy
1,2-dimethylhydrazine	treatment	adenocarcinoma
12-0-tetradecanoyl_phorbol-13-acetate	treatment	pkc
2-deoxy-d-glucose	treatment	dependence
177lu-labeled_octreotate	treatment	remission_of_endocrine_gastroenteropancreatic_tumors
3h-thymidine	treatment	thymoma_tumour
18f_fluorodeoxyglucose	treatment	myocardial_viability
4-hydroxyaminoquinoline-1-oxide	treatment	pancreatic_acinar_cell_necrosis
2,4-diamino-6-hydroxy-pyrimidine	treatment	sepsis
1-hchpk	treatment	cytotoxicity
2-deoxy-d-glucose	treatment	genital_herpes_infections
5-aminolevulinic_acid	treatment	glioblastoma
3-nt	treatment	diabetic
